COMPETITOR,COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Customer Satisfaction Score,4.046862885836463,4.22992854871243,4.15273213546759,4.142697911735685,4.313609369017633,4.032757311489511,4.189893147335648,4.102810447017233,4.123968362413851
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Retail SST > SS CVR,0.7285013916566434,0.7208827877633037,0.6485245023693776,0.7091717991265153,0.7190523711423732,0.680692821175571,0.6614725163758401,0.6271464454297805,0.6043248413510587
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.6090756155812047,0.6954071100679743,0.6926291262528168,0.7218401261377179,0.7472566518742276,0.7494934656652501,0.677315919318816,0.6981137055579423,0.7205987887716778
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Delivery Fee (MXN),18.27423458268118,16.9204602930131,17.94910202528622,17.79495217844299,16.02170131695279,17.56340354986948,17.38677781580203,17.09081480244968,16.96613139491996
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Service Fee (%),0.1508801260041737,0.1420256573635344,0.1643252713736314,0.1773636524272023,0.1530234225332508,0.1587746512505088,0.1866422898912343,0.1574130545883009,0.2046316532821374
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Avg Delivery Time (mins),29.57371908370638,27.19806674017969,26.60827334712283,27.75142634420688,24.70621263639481,26.90714901963133,25.45003294839259,25.91172205475547,27.60787805776663
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Customer Satisfaction Score,4.700776650830272,4.772545635350887,4.70839591565856,4.735395616099018,4.852305801521551,4.960438411514631,4.832915114061788,4.673859654875971,4.837908227901504
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Retail SST > SS CVR,0.5915914375800052,0.6504328165924569,0.5051994560688244,0.5223768752814527,0.554982806427294,0.536675093116335,0.53683301101242,0.4729862529596809,0.6071451317131632
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.7134581922368739,0.6256038804467405,0.6084817264943533,0.6202393513648874,0.7596513722647512,0.6689292597987697,0.8244321313768047,0.6683097871605227,0.705749732253244
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Delivery Fee (MXN),16.82112104637397,16.84642009522699,16.59073463040052,15.9162457974852,14.33501590220352,15.78765554509999,14.95276265021284,16.27221407088021,16.07570750250294
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Service Fee (%),0.1377827819125731,0.1525362311999285,0.1803186950951968,0.1279343111914215,0.1468949042884972,0.1364316470620355,0.1134373611326304,0.1491144797572376,0.1483331433064259
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Avg Delivery Time (mins),32.3442015536997,33.11802201366092,35.68811744861404,29.81112554282451,31.26528150771917,32.48783182666773,34.25932454165799,31.35605811893115,34.36178862525688
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Customer Satisfaction Score,4.276479257042112,4.421330546511131,4.358253745360857,4.484304113380879,4.293371552133474,4.502532260108237,4.455455230059892,4.423611838502934,4.310745181963079
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.817923613762674,0.8564536893702297,0.826759572606229,0.9058901143043383,0.7807944746355793,0.8337829174840468,0.8466494439903353,0.817442422649978,0.6928009920944279
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.7567088689237388,0.7346435113081095,0.7881928271299496,0.7148348423667839,0.7798437093171717,0.803058128245433,0.8261007755204138,0.7597464105022008,0.7545704268173501
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),16.49549065925239,15.91935510954237,15.30018677417374,15.21763801510404,15.83663735684465,17.70857299954908,15.61439017261891,16.12644866657328,16.24211249252038
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Service Fee (%),0.0984890324302318,0.1358464382019193,0.1154830091177064,0.1224493746045681,0.1314283446141526,0.08985864312233979,0.1105285067131448,0.1369948538525072,0.09602377179668567
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),29.29563803388749,36.79153465251207,32.12193941631309,32.65776488784457,30.34511300614803,31.33142296671171,31.10843842143009,30.87828267985752,33.22787615821446
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.404020626803492,4.34739604872818,4.455146215610817,4.491859880659077,4.518288791352334,4.466622386153743,4.412275446717688,4.366219208561148,4.457592618930658
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.5658332954830431,0.6262511233927166,0.6067313098116341,0.7296507852293284,0.7176434417981766,0.5774316793681484,0.5936123155868693,0.6328388261586726,0.6990116418922665
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.6324705956170317,0.5973217298422523,0.5896603384659664,0.6054827626893775,0.5819535083855435,0.6357534545982189,0.7108538617219571,0.6457739024542806,0.6170022636921647
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),23.19450885521375,24.06639776034831,23.87245419414944,23.52306376477499,23.49393883394836,22.81912381009552,23.63832933041159,24.43626704085112,22.58153551801887
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Service Fee (%),0.1455700629451987,0.1371508585483185,0.1686469246563645,0.1479434186831847,0.1169124509060821,0.1640625891639335,0.1323151287616495,0.1831439659967803,0.1672789717867224
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),45.48906362065875,43.5746402759046,41.52005396967945,44.1937256270797,45.92343011957343,45.27100493197498,45.62589787063661,43.10277181822438,43.42718951628103
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.835159726983638,4.753339644961524,4.746452331847978,4.691304920237243,4.829177084731524,4.993069670096492,4.68006388674675,4.789239123839454,4.92803923371372
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.8968161098716009,0.8813119664881419,0.9409999817760571,0.9551804091904603,0.8241127435105835,0.8708007105244726,0.8851995322066206,0.8702175720288692,0.9732094371961288
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8563267904133878,0.8548482415877678,0.8274707118683666,0.8620532186819857,0.8303589560019496,0.8535520753223818,0.9110089032892991,0.794801898244919,0.9021229545653534
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),18.48861576905026,19.95998470452096,18.56284566763759,16.41396488867427,18.15565239500133,19.64670332610656,19.19983196175579,17.81413389068304,18.08873001079469
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Service Fee (%),0.1065799679761683,0.1471016549476055,0.1083477317739899,0.1391373115747266,0.1452204621966657,0.1347603591211759,0.1061617349038557,0.1228687429649488,0.1143102290303983
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),41.42771205987916,39.10271011564418,43.07219105457078,38.44008148976516,39.87870927688139,41.73137212120108,39.66445228494381,42.23790524754462,43.43457511228264
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.511378402621427,4.310090670055485,4.342349305463557,4.461514587481934,4.428081980710003,4.445186812443398,4.459042515530809,4.473595949372219,4.521093786711665
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.5437783184594983,0.562662518219065,0.481827809494745,0.5376502346015708,0.4448995010763854,0.416293868406349,0.5371848501093891,0.5851733091210671,0.5427902694962556
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.4521879934659506,0.4285938873654617,0.4508336325479498,0.4719593131916086,0.4648852806521112,0.4908328875201098,0.4335859781346657,0.481015586571962,0.442382962783962
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),22.93620559671237,21.52078741050642,22.70692342934836,21.66106612590944,22.38705732698025,21.40177149252484,21.13683902009668,22.1394075888099,20.16234279114029
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Service Fee (%),0.1339103995595982,0.1187621000468488,0.118479689998192,0.1588419002692474,0.1740480158814144,0.1377467640590264,0.1364593139659757,0.1412367916920395,0.1630733144819397
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),29.96787893804899,31.59983572164282,29.80312924033062,30.55667925565595,30.57938453223192,34.64788691712677,25.65275337918769,27.89695045205849,32.22093029070901
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.446337437326758,4.467793893349335,4.576826199532399,4.642766570610969,4.61303019017051,4.645535197749244,4.555751493919294,4.489082108702264,4.321342163622388
